stop_name,X,Y,Rail,System,Mode,Line,Region,State,Station_ID,City
WILLOW STATION,-80.02603000000,40.36555400000,1,PAT,LRT,Blue,Pittsburgh,Pennsylvania,1600,Castle Shannon
WILLOW STATION,-80.02597000000,40.36552400000,1,PAT,LRT,Blue,Pittsburgh,Pennsylvania,1601,Castle Shannon
Wilsonville WES Station,-122.77530300000,45.31135800000,1,Portland TriMet,CR,WES,Portland,Oregon,1602,Wilsonville
WINCHESTER STATION (0),-121.94790653000,37.27960951000,1,VTA,LRT,Mountain View - Winchester,San Jose,California,1603,Campbell
WINCHESTER STATION (1),-121.94830663000,37.27917796000,1,VTA,LRT,Mountain View - Winchester,San Jose,California,1604,Campbell
Wollaston Station,-71.02033690000,42.26651390000,1,MBTA,HRT,Red,Boston,Massachusetts,1605,Quincy
Wonderland Station,-70.99164800000,42.41342000000,1,MBTA,HRT,Blue,Boston,Massachusetts,1606,Revere
Wood Island Station,-71.02286539000,42.37964030000,1,MBTA,HRT,Blue,Boston,Massachusetts,1607,Boston
WOOD STREET STATION,-79.99977600000,40.44211100000,1,PAT,LRT,"Blue, Red",Pittsburgh,Pennsylvania,1608,Pittsburgh
WOOD STREET STATION,-79.99970600000,40.44217300000,1,PAT,LRT,"Blue, Red",Pittsburgh,Pennsylvania,1609,Pittsburgh
WOODBERRY/LT RAIL  sb,-76.64324200000,39.33097900000,1,MARC,LRT,"Hunt Valley to BWI-Marshall, Cromwell Station/Glen Burnie",Baltimore,Maryland,1610,Baltimore
WOODHILL RD STATION,-81.61800400000,41.48282200000,1,GCRTA,LRT,"Blue, Green",Cleveland,Ohio,1611,Cleveland
Woodland Station,-71.24430100000,42.33337400000,1,MBTA,LRT,Green-D,Boston,Massachusetts,1612,Newton
Yale Station,-104.92715700000,39.66862700000,1,Denver RTD,LRT,"E, F, H",Denver,Colorado,1613,Denver
Yamhill District MAX Station,-122.67417200000,45.51715300000,1,Portland TriMet,LRT,Blue,Portland,Oregon,1614,Portland
ZOO STATION,-96.81284400000,32.74100500000,1,DART,LRT,Blue,Dallas-Fort Worth,Texas,1615,Dallas
Cedar Grove Transit Station,-93.21837341790,44.81257262790,0,MVTA,BRT,Red,Twin Cities,Minnesota,1616,Eagan
Apple Valley Transit Station,-93.21773410420,44.72566663580,0,MVTA,BRT,Red,Twin Cities,Minnesota,1617,Apple Valley
140th Street Station,-93.21767341740,44.74805838800,0,MVTA,BRT,Red,Twin Cities,Minnesota,1618,Apple Valley
147th Street Station,-93.21772070590,44.73666730220,0,MVTA,BRT,Red,Twin Cities,Minnesota,1619,Apple Valley
West Bank Station,-93.24609014260,44.97196300710,0,Metro Transit,LRT,Green,Twin Cities,Minnesota,1620,Minneapolis
Prospect Park Station,-93.21524942870,44.97165544790,0,Metro Transit,LRT,Green,Twin Cities,Minnesota,1621,Minneapolis
Westgate Station,-93.20640339080,44.96747375350,0,Metro Transit,LRT,Green,Twin Cities,Minnesota,1622,St. Paul
Raymond Avenue Station,-93.19551856290,44.96312940050,0,Metro Transit,LRT,Green,Twin Cities,Minnesota,1623,St. Paul
Fairview Avenue Station,-93.17876195350,44.95641002650,0,Metro Transit,LRT,Green,Twin Cities,Minnesota,1624,St. Paul
Snelling Avenue Station,-93.16697560990,44.95567747500,0,Metro Transit,LRT,Green,Twin Cities,Minnesota,1625,St. Paul
Lexington Parkway Station,-93.14660995060,44.95574107110,0,Metro Transit,LRT,Green,Twin Cities,Minnesota,1626,St. Paul
Dale Street Station,-93.12628975800,44.95571732790,0,Metro Transit,LRT,Green,Twin Cities,Minnesota,1627,St. Paul
Capital / Rice Street Station,-93.10506981630,44.95564109510,0,Metro Transit,LRT,Green,Twin Cities,Minnesota,1628,St. Paul
Robert Street Station,-93.09760425640,44.95411721850,0,Metro Transit,LRT,Green,Twin Cities,Minnesota,1629,St. Paul
10th Street Station,-93.09762379750,44.95072194090,0,Metro Transit,LRT,Green,Twin Cities,Minnesota,1630,St. Paul
Union Depot,-93.08679498660,44.94820945050,0,Metro Transit,LRT,Green,Twin Cities,Minnesota,1631,St. Paul
Central Station,-93.09224104550,44.94609738520,0,Metro Transit,LRT,Green,Twin Cities,Minnesota,1632,St. Paul
Western Avenue Station,-93.11613059480,44.95577019170,0,Metro Transit,LRT,Green,Twin Cities,Minnesota,1633,St. Paul
Victoria Street Station,-93.13647751450,44.95572058440,0,Metro Transit,LRT,Green,Twin Cities,Minnesota,1634,St. Paul
Hamline Avenue,-93.15683204390,44.95569933750,0,Metro Transit,LRT,Green,Twin Cities,Minnesota,1635,St. Paul
Stadium Village Station,-93.22287491450,44.97477512680,0,Metro Transit,LRT,Green,Twin Cities,Minnesota,1636,Minneapolis
East Bank Station,-93.23111258530,44.97367218470,0,Metro Transit,LRT,Green,Twin Cities,Minnesota,1637,Minneapolis
EUCLID - E 120TH STATION,-81.60040300000,41.51229500000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1638,Cleveland
EUCLID AV & CORNELL STATION,-81.60644500000,41.50824700000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1639,Cleveland
EUCLID AV & CORNELL STATION,-81.60613300000,41.50797700000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1640,Cleveland
EUCLID AV & E 100TH STATION,-81.61840800000,41.50369300000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1641,Cleveland
EUCLID AV & E 100TH STATION,-81.61816400000,41.50356300000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1642,Cleveland
EUCLID AV & E 105TH STATION,-81.61549400000,41.50378000000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1643,Cleveland
EUCLID AV & E 105TH STATION,-81.61506700000,41.50366200000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1644,Cleveland
EUCLID AV & E 115TH STATION,-81.60341600000,41.51016200000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1645,Cleveland
EUCLID AV & E 118TH STATION,-81.60164600000,41.51206600000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1646,Cleveland
EUCLID AV & E 118TH STATION,-81.60122700000,41.51191300000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1647,Cleveland
EUCLID AV & E 89TH STATION,-81.62459600000,41.50349000000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1648,Cleveland
EUCLID AV & E 89TH STATION,-81.62435900000,41.50325800000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1649,Cleveland
EUCLID AV & E 93RD STATION,-81.62156700000,41.50357100000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1650,Cleveland
EUCLID AV & E 93RD STATION,-81.62130700000,41.50333400000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1651,Cleveland
EUCLID AV & STOKES BLVD STATION,-81.61272400000,41.50391000000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1652,Cleveland
EUCLID AV & STOKES BLVD STATION,-81.61265600000,41.50355500000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1653,Cleveland
EUCLID AVE & E 123RD ST STATION,-81.59945700000,41.51380500000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1654,Cleveland
EUCLID AVE & E 123RD ST STATION,-81.59918200000,41.51351900000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1655,Cleveland
EUCLID AVE & E 14TH ST STATION,-81.68288400000,41.50081600000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1656,Cleveland
EUCLID AVE & E 19TH ST STATION,-81.67777300000,41.50149900000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1657,Cleveland
EUCLID AVE & E 19TH ST STATION,-81.67635300000,41.50151400000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1658,Cleveland
EUCLID AVE & E 24TH ST STATION,-81.67271400000,41.50203300000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1659,Cleveland
EUCLID AVE & E 24TH ST STATION,-81.67257700000,41.50192300000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1660,Cleveland
EUCLID AVE & E 2ND ST STATION,-81.69221500000,41.49956100000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1661,Cleveland
EUCLID AVE & E 30TH ST STATION,-81.66765600000,41.50258600000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1662,Cleveland
EUCLID AVE & E 30TH ST STATION,-81.66717500000,41.50250200000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1663,Cleveland
EUCLID AVE & E 36TH ST STATION,-81.66284900000,41.50315500000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1664,Cleveland
EUCLID AVE & E 36TH ST STATION,-81.66242200000,41.50305200000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1665,Cleveland
EUCLID AVE & E 40TH ST STATION,-81.65814200000,41.50367700000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1666,Cleveland
EUCLID AVE & E 40TH ST STATION,-81.65770700000,41.50359000000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1667,Cleveland
EUCLID AVE & E 51ST ST STATION,-81.65372500000,41.50416900000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1668,Cleveland
EUCLID AVE & E 51ST ST STATION,-81.65271800000,41.50415800000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1669,Cleveland
EUCLID AVE & E 59TH ST STATION,-81.64934500000,41.50452800000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1670,Cleveland
EUCLID AVE & E 59TH ST STATION,-81.64909400000,41.50440200000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1671,Cleveland
EUCLID AVE & E 66TH ST STATION,-81.64452400000,41.50444400000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1672,Cleveland
EUCLID AVE & E 66TH ST STATION,-81.64429500000,41.50430300000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1673,Cleveland
EUCLID AVE & E 6TH ST STATION,-81.68907200000,41.49999600000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1674,Cleveland
EUCLID AVE & E 71ST ST STATION,-81.63966400000,41.50425300000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1675,Cleveland
EUCLID AVE & E 71ST ST STATION,-81.63938100000,41.50395600000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1676,Cleveland
EUCLID AVE & E 79TH ST STATION,-81.63387300000,41.50393300000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1677,Cleveland
EUCLID AVE & E 79TH ST STATION,-81.63335400000,41.50368500000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1678,Cleveland
EUCLID AVE & E 83RD ST STATION,-81.63002000000,41.50374200000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1679,Cleveland
EUCLID AVE & E 83RD ST STATION,-81.62943300000,41.50349800000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1680,Cleveland
EUCLID AVE & E 9TH ST STATION,-81.68655400000,41.50035500000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1681,Cleveland
EUCLID AVE & ONTARIO ST STATION,-81.69357300000,41.49885200000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1682,Cleveland
Public Square,-81.69347400000,41.49985500000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1683,Cleveland
EUCLID AV & E 14TH ST,-81.68129700000,41.50095400000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1684,Cleveland
EUCLID AV & E 14TH ST,-81.68186200000,41.50100700000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1685,Cleveland
EUCLID AV & E 6TH ST,-81.68924700000,41.49990500000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1686,Cleveland
EUCLID AV & E 6TH ST,-81.68898000000,41.50007600000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1687,Cleveland
Euclid Ave & Belmore Ave,-81.58499100000,41.52717200000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1688,East Cleveland
Euclid Ave & Debra Ann Ln,-81.58415200000,41.52862900000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1689,East Cleveland
Euclid Ave & Delmont Ave,-81.59416200000,41.51887900000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1690,East Cleveland
Euclid Ave & Eddy Rd,-81.58713500000,41.52569600000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1691,East Cleveland
Euclid Ave & Emily St,-81.59096500000,41.52195000000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1692,East Cleveland
Euclid Ave & Garfield Rd,-81.59023300000,41.52216000000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1693,East Cleveland
Euclid Ave & Lakefront Rd,-81.58602100000,41.52678300000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1694,East Cleveland
Euclid Ave & Lakeview Ave,-81.59658100000,41.51647900000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1695,East Cleveland
Euclid Ave & Lakeview Ave,-81.59594000000,41.51660500000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1696,East Cleveland
Euclid Ave & Roxbury Rd,-81.59339900000,41.51905800000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1697,East Cleveland
Euclid Ave & Superior Ave,-81.58839400000,41.52393000000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1698,East Cleveland
Euclid Ave & Wellesley Ave,-81.58665500000,41.52558500000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1699,East Cleveland
EUCLID AV & ADELBERT RD,-81.60884900000,41.50574900000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1700,Cleveland
EUCLID AV & STOKES BLVD,-81.61315900000,41.50367700000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1701,Cleveland
EUCLID AV & STOKES BLVD,-81.61285400000,41.50386000000,0,GCRTA,BRT,HealthLine,Cleveland,Ohio,1702,Cleveland
WEST BUSWAY AT BELL STATION A,-80.08297400000,40.41556000000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1703,Carnegie
WEST BUSWAY AT BELL STATION B,-80.08284000000,40.41574600000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1704,Carnegie
WEST BUSWAY AT BELL STATION C,-80.08267100000,40.41568700000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1705,Carnegie
WEST BUSWAY AT CARNEGIE STATION,-80.09020000000,40.40588400000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1706,Carnegie
WEST BUSWAY AT CARNEGIE STATION,-80.09036900000,40.40596300000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1707,Carnegie
WEST BUSWAY AT CRAFTON STATION A,-80.06770400000,40.43585100000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1708,Crafton
WEST BUSWAY AT CRAFTON STATION B,-80.06772000000,40.43597200000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1709,Crafton
WEST BUSWAY AT CRAFTON STATION C,-80.06756000000,40.43595900000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1710,Crafton
WEST BUSWAY AT IDLEWOOD STATION A,-80.07250800000,40.42643500000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1711,Pittsburgh
WEST BUSWAY AT IDLEWOOD STATION B,-80.07241700000,40.42655900000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1712,Pittsburgh
WEST BUSWAY AT IDLEWOOD STATION C,-80.07223400000,40.42647500000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1713,Pittsburgh
WEST BUSWAY AT INGRAM STATION A,-80.06587400000,40.44518800000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1714,Ingram
WEST BUSWAY AT INGRAM STATION B,-80.06587300000,40.44534400000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1715,Ingram
WEST BUSWAY AT INGRAM STATION C,-80.06567900000,40.44530400000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1716,Ingram
WEST BUSWAY AT SHERADEN STATION A,-80.05376400000,40.45287600000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1717,Pittsburgh
WEST BUSWAY AT SHERADEN STATION B,-80.05389900000,40.45286800000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1718,Pittsburgh
WEST BUSWAY AT SHERADEN STATION C,-80.05377200000,40.45271400000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1719,Pittsburgh
SOUTH BUSWAY AT CENTRAL SHELTER,-79.99806800000,40.39035500000,0,PAT,BRT,South Busway,Pittsburgh,Pennsylvania,1720,Pittsburgh
SOUTH BUSWAY AT CENTRAL SHELTER,-79.99827100000,40.39036500000,0,PAT,BRT,South Busway,Pittsburgh,Pennsylvania,1721,Pittsburgh
SOUTH BUSWAY AT DAWN AVE SHELTER,-80.01090600000,40.41332300000,0,PAT,BRT,South Busway,Pittsburgh,Pennsylvania,1722,Pittsburgh
SOUTH BUSWAY AT DAWN AVE SHELTER,-80.01102000000,40.41344100000,0,PAT,BRT,South Busway,Pittsburgh,Pennsylvania,1723,Pittsburgh
SOUTH BUSWAY AT EDGEBROOK SHELTER,-80.00212900000,40.40281200000,0,PAT,BRT,South Busway,Pittsburgh,Pennsylvania,1724,Pittsburgh
SOUTH BUSWAY AT EDGEBROOK SHELTER,-80.00226700000,40.40276800000,0,PAT,BRT,South Busway,Pittsburgh,Pennsylvania,1725,Pittsburgh
SOUTH BUSWAY AT GLENBURY ST RAMP,-79.99683200000,40.38281900000,0,PAT,BRT,South Busway,Pittsburgh,Pennsylvania,1726,Pittsburgh
SOUTH BUSWAY AT INGLEWOOD SHELTER,-79.99694400000,40.38757500000,0,PAT,BRT,South Busway,Pittsburgh,Pennsylvania,1727,Pittsburgh
SOUTH BUSWAY AT INGLEWOOD SHELTER,-79.99715300000,40.38752300000,0,PAT,BRT,South Busway,Pittsburgh,Pennsylvania,1728,Pittsburgh
SOUTH BUSWAY AT OVERBROOK SHELTER,-79.99575500000,40.38525100000,0,PAT,BRT,South Busway,Pittsburgh,Pennsylvania,1729,Pittsburgh
SOUTH BUSWAY AT OVERBROOK SHELTER,-79.99594300000,40.38528600000,0,PAT,BRT,South Busway,Pittsburgh,Pennsylvania,1730,Pittsburgh
SOUTH BUSWAY AT PALM GARDEN,-80.01182600000,40.41655500000,0,PAT,BRT,South Busway,Pittsburgh,Pennsylvania,1731,Pittsburgh
SOUTH BUSWAY AT PALM GARDEN,-80.01194900000,40.41648400000,0,PAT,BRT,South Busway,Pittsburgh,Pennsylvania,1732,Pittsburgh
SOUTH BUSWAY AT PIONEER AVE RAMP FS,-80.00855500000,40.41175100000,0,PAT,BRT,South Busway,Pittsburgh,Pennsylvania,1733,Pittsburgh
SOUTH BUSWAY AT SOUTH BANK,-79.99830200000,40.39257300000,0,PAT,BRT,South Busway,Pittsburgh,Pennsylvania,1734,Pittsburgh
SOUTH BUSWAY AT SOUTH BANK,-79.99849100000,40.39254800000,0,PAT,BRT,South Busway,Pittsburgh,Pennsylvania,1735,Pittsburgh
SOUTH BUSWAY AT SOUTH HILLS JCT,-80.00693000000,40.42112200000,0,PAT,BRT,South Busway,Pittsburgh,Pennsylvania,1736,Pittsburgh
SOUTH BUSWAY AT SOUTH HILLS JCT (IN),-80.00679100000,40.42107400000,0,PAT,BRT,South Busway,Pittsburgh,Pennsylvania,1737,Pittsburgh
SOUTH BUSWAY AT STATION SQUARE,-80.00368700000,40.43174600000,0,PAT,BRT,South Busway,Pittsburgh,Pennsylvania,1738,Pittsburgh
SOUTH BUSWAY AT WHITED ST SHELTER,-79.99952200000,40.39548700000,0,PAT,BRT,South Busway,Pittsburgh,Pennsylvania,1739,Pittsburgh
SOUTH BUSWAY AT WHITED ST SHELTER,-79.99964400000,40.39535500000,0,PAT,BRT,South Busway,Pittsburgh,Pennsylvania,1740,Pittsburgh
SOUTH BUSWAY OPP PIONEER AVE RAMP,-80.00849900000,40.41191900000,0,PAT,BRT,South Busway,Pittsburgh,Pennsylvania,1741,Pittsburgh
EAST BUSWAY AT EAST LIBERTY STATION A,-79.92286000000,40.45939900000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1742,Pittsburgh
EAST BUSWAY AT EAST LIBERTY STATION B,-79.92312700000,40.45931900000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1743,Pittsburgh
EAST BUSWAY AT EAST LIBERTY STATION C,-79.92317100000,40.45937400000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1744,Pittsburgh
EAST BUSWAY AT EAST LIBERTY STATION D,-79.92285100000,40.45945300000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1745,Pittsburgh
EAST BUSWAY AT GARAGE EMPLOYEES ONLY STOP,-79.91189100000,40.45767500000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1746,Pittsburgh
EAST BUSWAY AT GARAGE EMPLOYEES ONLY STOP,-79.91193700000,40.45751900000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1747,Pittsburgh
EAST BUSWAY AT HAMNETT STATION A,-79.88586900000,40.43744400000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1748,Wilkinsburg
EAST BUSWAY AT HAMNETT STATION C,-79.88584400000,40.43751800000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1749,Wilkinsburg
EAST BUSWAY AT HAY ST RAMP INB SHELTER,-79.88690700000,40.44327100000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1750,Wilkinsburg
EAST BUSWAY AT HAY ST RAMP OUT SHELTER,-79.88700800000,40.44279600000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1751,Wilkinsburg
EAST BUSWAY AT HERRON STATION A,-79.96624500000,40.45932400000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1752,Pittsburgh
EAST BUSWAY AT HERRON STATION B,-79.96659900000,40.45920500000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1753,Pittsburgh
EAST BUSWAY AT HERRON STATION C,-79.96659800000,40.45933300000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1754,Pittsburgh
EAST BUSWAY AT HERRON STATION D,-79.96630300000,40.45940500000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1755,Pittsburgh
EAST BUSWAY AT HOMEWOOD STATION A,-79.89894700000,40.45281300000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1756,Pittsburgh
EAST BUSWAY AT HOMEWOOD STATION B,-79.89924700000,40.45294200000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1757,Pittsburgh
EAST BUSWAY AT HOMEWOOD STATION C,-79.89925400000,40.45297800000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1758,Pittsburgh
EAST BUSWAY AT HOMEWOOD STATION D,-79.89905800000,40.45290900000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1759,Pittsburgh
EAST BUSWAY AT NEGLEY STATION A,-79.93241000000,40.45665600000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1760,Pittsburgh
EAST BUSWAY AT NEGLEY STATION B,-79.93250700000,40.45665800000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1761,Pittsburgh
EAST BUSWAY AT NEGLEY STATION C,-79.93269600000,40.45663400000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1762,Pittsburgh
EAST BUSWAY AT NEGLEY STATION D,-79.93249200000,40.45680000000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1763,Pittsburgh
EAST BUSWAY AT PENN STATION A,-79.99221800000,40.44376300000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1764,Pittsburgh
EAST BUSWAY AT PENN STATION B,-79.99186000000,40.44404000000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1765,Pittsburgh
EAST BUSWAY AT PENN STATION C,-79.99213800000,40.44391800000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1766,Pittsburgh
EAST BUSWAY AT ROSLYN STATION A,-79.88627300000,40.41891700000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1767,Swissvale
EAST BUSWAY AT ROSLYN STATION C,-79.88640800000,40.41917300000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1768,Swissvale
EAST BUSWAY AT SWISSVALE STATION A,-79.87873100000,40.41524400000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1769,Swissvale
EAST BUSWAY AT WILKINSBURG STATION A,-79.88840100000,40.44612800000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1770,Wilkinsburg
EAST BUSWAY AT WILKINSBURG STATION B,-79.88854600000,40.44638600000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1771,Wilkinsburg
EAST BUSWAY AT WILKINSBURG STATION C,-79.88839200000,40.44642600000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1772,Wilkinsburg
EAST BUSWAY AT WILKINSBURG STATION D,-79.88829000000,40.44625700000,0,PAT,BRT,East Busway,Pittsburgh,Pennsylvania,1773,Wilkinsburg
W CARSON ST AT DUQUESNE INCLINE,-80.01757400000,40.43984400000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1774,Pittsburgh
W CARSON ST AT GATEWAY VIEW PLAZA,-80.02135800000,40.44171700000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1775,Pittsburgh
W CARSON ST OPP DUQUESNE INCLINE,-80.01738100000,40.43996700000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1776,Pittsburgh
W CARSON ST OPP GATEWAY VIEW PLAZA,-80.02179700000,40.44163000000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1777,Pittsburgh
LIBERTY AVE AT 5TH AVE,-80.00263700000,40.44174500000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1778,Pittsburgh
LIBERTY AVE AT 6TH AVE,-80.00023900000,40.44223500000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1779,Pittsburgh
LIBERTY AVE AT GATEWAY #4,-80.00507700000,40.44117700000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1780,Pittsburgh
LIBERTY AVE AT MARKET ST,-80.00212200000,40.44171300000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1781,Pittsburgh
LIBERTY AVE AT SMITHFIELD ST,-79.99675900000,40.44314800000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1782,Pittsburgh
LIBERTY AVE AT TITO WAY,-79.99889500000,40.44274800000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1783,Pittsburgh
LIBERTY AVE AT WILLIAM PENN PL,-79.99529200000,40.44351400000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1784,Pittsburgh
LIBERTY AVE AT WYNDHAM GRAND HOTEL,-80.00585000000,40.44142700000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1785,Pittsburgh
7TH AVE AT SMITHFIELD ST,-79.99666300000,40.44283500000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1786,Pittsburgh
GRANT ST AT LIBERTY AVE FS (FED BLDG),-79.99427800000,40.44325900000,0,PAT,BRT,West Busway,Pittsburgh,Pennsylvania,1787,Pittsburgh
6TH AVE AT SMITHFIELD ST,-79.99758700000,40.44143700000,0,PAT,BRT,South Busway,Pittsburgh,Pennsylvania,1788,Pittsburgh
